#Time Stamp Bertram Road - Level (ft) Bertram Road - Rain Fall (in) Bertram Road – Cumul Rain Fall (in) Bertram Road - Temperature (F) Bertram Road - Temperature (F)
#1 2 3 4 5 6 7
12/1/2014 17:20  0 0  0
12/1/2014 17:25  0 0  0
12/1/2014 17:30 0.88 0 0  0
12/1/2014 17:35  0 0  0
12/1/2014 17:40  0 0  0
12/1/2014 17:45 0.88 0 0  0
12/1/2014 17:50  0 0  0
12/1/2014 17:55  0 0  0
12/1/2014 18:00 0.88 0 0 58 58
12/1/2014 18:05  0 0  0
12/1/2014 18:10  0 0  0
12/1/2014 18:15 0.88 0 0  0
12/1/2014 18:20  0 0  0
12/1/2014 18:25  0 0  0
12/1/2014 18:30 0.88 0 0  0
12/1/2014 18:35  0 0  0
12/1/2014 18:40  0 0  0
12/1/2014 18:45 0.88 0 0  0
12/1/2014 18:50  0 0  0
12/1/2014 18:55  0 0  0
12/1/2014 19:00 0.88 0 0 54 54
12/1/2014 19:05  0 0  0
12/1/2014 19:10  0 0  0
12/1/2014 19:15 0.88 0 0  0
12/1/2014 19:20  0 0  0
12/1/2014 19:25  0 0  0
12/1/2014 19:30 0.88 0 0  0
12/1/2014 19:35  0 0  0
12/1/2014 19:40  0 0  0
12/1/2014 19:45 0.88 0 0  0
12/1/2014 19:50  0 0  0
12/1/2014 19:55  0 0  0
12/1/2014 20:00 0.88 0 0 52 52
12/1/2014 20:05  0 0  0
12/1/2014 20:10  0 0  0
12/1/2014 20:15 0.88 0 0  0
12/1/2014 20:20  0 0  0
12/1/2014 20:25  0 0  0
12/1/2014 20:30 0.88 0 0  0
12/1/2014 20:35  0 0  0
12/1/2014 20:40  0 0  0
12/1/2014 20:45 0.88 0 0  0
12/1/2014 20:50  0 0  0
12/1/2014 20:55  0 0  0
12/1/2014 21:00 0.88 0 0 50 50
12/1/2014 21:05  0 0  0
12/1/2014 21:10  0 0  0
12/1/2014 21:15 0.88 0 0  0
12/1/2014 21:20  0 0  0
12/1/2014 21:25  0 0  0
12/1/2014 21:30 0.88 0 0  0
12/1/2014 21:35  0 0  0
12/1/2014 21:40  0 0  0
12/1/2014 21:45 0.88 0 0  0
12/1/2014 21:50  0 0  0
12/1/2014 21:55  0 0  0
12/1/2014 22:00 0.88 0 0 49 49
12/1/2014 22:05  0 0  0
12/1/2014 22:10  0 0  0
12/1/2014 22:15 0.88 0 0  0
12/1/2014 22:20  0 0  0
12/1/2014 22:25  0 0  0
12/1/2014 22:30 0.88 0 0  0
12/1/2014 22:35  0 0  0
12/1/2014 22:40  0 0  0
12/1/2014 22:45 0.88 0 0  0
12/1/2014 22:50  0 0  0
12/1/2014 22:55  0 0  0
12/1/2014 23:00 0.88 0 0 47 47
12/1/2014 23:05  0 0  0
12/1/2014 23:10  0 0  0
12/1/2014 23:15 0.88 0 0  0
12/1/2014 23:20  0 0  0
12/1/2014 23:25  0 0  0
12/1/2014 23:30 0.88 0 0  0
12/1/2014 23:35  0 0  0
12/1/2014 23:40  0 0  0
12/1/2014 23:45 0.88 0 0  0
12/1/2014 23:50  0 0  0
12/1/2014 23:55  0 0  0
12/2/2014 0:00 0.88 0 0 46 46
12/2/2014 0:05  0 0  0
12/2/2014 0:10  0 0  0
12/2/2014 0:15 0.88 0 0  0
12/2/2014 0:20  0 0  0
12/2/2014 0:25  0 0  0
12/2/2014 0:30 0.88 0 0  0
12/2/2014 0:35  0 0  0
12/2/2014 0:40  0 0  0
12/2/2014 0:45 0.88 0 0  0
12/2/2014 0:50  0 0  0
12/2/2014 0:55  0 0  0
12/2/2014 1:00 0.88 0 0 44 44
12/2/2014 1:05  0 0  0
12/2/2014 1:10  0 0  0
12/2/2014 1:15 0.88 0 0  0
12/2/2014 1:20  0 0  0
12/2/2014 1:25  0 0  0
12/2/2014 1:30 0.88 0 0  0
12/2/2014 1:35  0 0  0
12/2/2014 1:40  0 0  0
12/2/2014 1:45 0.88 0 0  0
12/2/2014 1:50  0 0  0
12/2/2014 1:55  0 0  0
12/2/2014 2:00 0.88 0 0 44 44
12/2/2014 2:05  0 0  0
12/2/2014 2:10  0 0  0
12/2/2014 2:15 0.88 0 0  0
12/2/2014 2:20  0 0  0
12/2/2014 2:25  0 0  0
12/2/2014 2:30 0.88 0 0  0
12/2/2014 2:35  0 0  0
12/2/2014 2:40  0 0  0
12/2/2014 2:45 0.88 0 0  0
12/2/2014 2:50  0 0  0
12/2/2014 2:55  0 0  0
12/2/2014 3:00 0.88 0 0 43 43
12/2/2014 3:05  0 0  0
12/2/2014 3:10  0 0  0
12/2/2014 3:15 0.88 0 0  0
12/2/2014 3:20  0 0  0
12/2/2014 3:25  0 0  0
12/2/2014 3:30 0.88 0 0  0
12/2/2014 3:35  0 0  0
12/2/2014 3:40  0 0  0
12/2/2014 3:45 0.88 0 0  0
12/2/2014 3:50  0 0  0
12/2/2014 3:55  0 0  0
12/2/2014 4:00 0.87 0 0 43 43
12/2/2014 4:05  0 0  0
12/2/2014 4:10  0 0  0
12/2/2014 4:15 0.88 0 0  0
12/2/2014 4:20  0 0  0
12/2/2014 4:25  0 0  0
12/2/2014 4:30 0.88 0 0  0
12/2/2014 4:35  0 0  0
12/2/2014 4:40  0 0  0
12/2/2014 4:45 0.87 0 0  0
12/2/2014 4:50  0 0  0
12/2/2014 4:55  0 0  0
12/2/2014 5:00 0.88 0 0 42 42
12/2/2014 5:05  0 0  0
12/2/2014 5:10  0 0  0
12/2/2014 5:15 0.87 0 0  0
12/2/2014 5:20  0 0  0
12/2/2014 5:25  0 0  0
12/2/2014 5:30 0.87 0 0  0
12/2/2014 5:35  0 0  0
12/2/2014 5:40  0 0  0
12/2/2014 5:45 0.87 0 0  0
12/2/2014 5:50  0 0  0
12/2/2014 5:55  0 0  0
12/2/2014 6:00 0.87 0 0 42 42
12/2/2014 6:05  0 0  0
12/2/2014 6:10  0 0  0
12/2/2014 6:15 0.87 0 0  0
12/2/2014 6:20  0 0  0
12/2/2014 6:25  0 0  0
12/2/2014 6:30 0.87 0 0  0
12/2/2014 6:35  0 0  0
12/2/2014 6:40  0 0  0
12/2/2014 6:45 0.87 0 0  0
12/2/2014 6:50  0 0  0
12/2/2014 6:55  0 0  0
12/2/2014 7:00 0.87 0 0 42 42
12/2/2014 7:05  0 0  0
12/2/2014 7:10  0 0  0
12/2/2014 7:15 0.87 0 0  0
12/2/2014 7:20  0 0  0
12/2/2014 7:25  0 0  0
12/2/2014 7:30 0.87 0 0  0
12/2/2014 7:35  0 0  0
12/2/2014 7:40  0 0  0
12/2/2014 7:45 0.87 0 0  0
12/2/2014 7:50  0 0  0
12/2/2014 7:55  0 0  0
12/2/2014 8:00 0.87 0 0 43 43
12/2/2014 8:05  0 0  0
12/2/2014 8:10  0 0  0
12/2/2014 8:15 0.87 0 0  0
12/2/2014 8:20  0 0  0
12/2/2014 8:25  0 0  0
12/2/2014 8:30 0.87 0 0  0
12/2/2014 8:35  0 0  0
12/2/2014 8:40  0 0  0
12/2/2014 8:45 0.87 0 0  0
12/2/2014 8:50  0 0  0
12/2/2014 8:55  0 0  0
12/2/2014 9:00 0.87 0 0 51 51
12/2/2014 9:05  0 0  0
12/2/2014 9:10  0 0  0
12/2/2014 9:15 0.87 0 0  0
12/2/2014 9:20  0 0  0
12/2/2014 9:25  0 0  0
12/2/2014 9:30 0.87 0 0  0
12/2/2014 9:35  0 0  0
12/2/2014 9:40  0 0  0
12/2/2014 9:45 0.87 0 0  0
12/2/2014 9:50  0 0  0
12/2/2014 9:55  0 0  0
12/2/2014 10:00 0.87 0 0 69 69
12/2/2014 10:05  0 0  0
12/2/2014 10:10  0 0  0
12/2/2014 10:15 0.87 0 0  0
12/2/2014 10:20  0 0  0
12/2/2014 10:25  0 0  0
12/2/2014 10:30 0.87 0 0  0
12/2/2014 10:35  0 0  0
12/2/2014 10:40  0 0  0
12/2/2014 10:45 0.87 0 0  0
12/2/2014 10:50  0 0  0
12/2/2014 10:55  0 0  0
12/2/2014 11:00 0.87 0 0 83 83
12/2/2014 11:05  0 0  0
12/2/2014 11:10  0 0  0
12/2/2014 11:15 0.87 0 0  0
12/2/2014 11:20  0 0  0
12/2/2014 11:25  0 0  0
12/2/2014 11:30 0.87 0 0  0
12/2/2014 11:35  0 0  0
12/2/2014 11:40  0 0  0
12/2/2014 11:45 0.87 0 0  0
12/2/2014 11:50  0 0  0
12/2/2014 11:55  0 0  0
12/2/2014 12:00 0.87 0 0 91 91
12/2/2014 12:05  0 0  0
12/2/2014 12:10  0 0  0
12/2/2014 12:15 0.87 0 0  0
12/2/2014 12:20  0 0  0
12/2/2014 12:25  0 0  0
12/2/2014 12:30 0.87 0 0  0
12/2/2014 12:35  0 0  0
12/2/2014 12:40  0 0  0
12/2/2014 12:45 0.87 0 0  0
12/2/2014 12:50  0 0  0
12/2/2014 12:55  0 0  0
12/2/2014 13:00 0.88 0 0 92 92
12/2/2014 13:05  0 0  0
12/2/2014 13:10  0 0  0
12/2/2014 13:15 0.87 0 0  0
12/2/2014 13:20  0 0  0
12/2/2014 13:25  0 0  0
12/2/2014 13:30 0.87 0 0  0
12/2/2014 13:35  0 0  0
12/2/2014 13:40  0 0  0
12/2/2014 13:45 0.88 0 0  0
12/2/2014 13:50  0 0  0
12/2/2014 13:55  0 0  0
12/2/2014 14:00 0.88 0 0 81 81
12/2/2014 14:05  0 0  0
12/2/2014 14:10  0 0  0
12/2/2014 14:15 0.87 0 0  0
12/2/2014 14:20  0 0  0
12/2/2014 14:25  0 0  0
12/2/2014 14:30 0.87 0 0  0
12/2/2014 14:35  0 0  0
12/2/2014 14:40  0 0  0
12/2/2014 14:45 0.88 0 0  0
12/2/2014 14:50  0 0  0
12/2/2014 14:55  0 0  0
12/2/2014 15:00 0.88 0 0 75 75
12/2/2014 15:05  0 0  0
12/2/2014 15:10  0 0  0
12/2/2014 15:15 0.87 0 0  0
12/2/2014 15:20  0 0  0
12/2/2014 15:25  0 0  0
12/2/2014 15:30 0.88 0 0  0
12/2/2014 15:35  0 0  0
12/2/2014 15:40  0 0  0
12/2/2014 15:45 0.88 0 0  0
12/2/2014 15:50  0 0  0
12/2/2014 15:55  0 0  0
12/2/2014 16:00 0.88 0 0 71 71
12/2/2014 16:05  0 0  0
12/2/2014 16:10  0 0  0
12/2/2014 16:15 0.88 0 0  0
12/2/2014 16:20  0 0  0
12/2/2014 16:25  0 0  0
12/2/2014 16:30 0.88 0 0  0
12/2/2014 16:35  0 0  0
12/2/2014 16:40  0 0  0
12/2/2014 16:45 0.88 0 0  0
12/2/2014 16:50  0 0  0
12/2/2014 16:55  0 0  0
12/2/2014 17:00 0.88 0 0 64 64
12/2/2014 17:05  0 0  0
12/2/2014 17:10  0 0  0
12/2/2014 17:15 0.88 0 0  0
12/2/2014 17:20  0 0  0
12/2/2014 17:25  0 0  0
12/2/2014 17:30 0.88 0 0  0
12/2/2014 17:35  0 0  0
12/2/2014 17:40  0 0  0
12/2/2014 17:45 0.88 0 0  0
12/2/2014 17:50  0 0  0
12/2/2014 17:55  0 0  0
12/2/2014 18:00 0.88 0 0 60 60
12/2/2014 18:05  0 0  0
12/2/2014 18:10  0 0  0
12/2/2014 18:15 0.89 0 0  0
12/2/2014 18:20  0 0  0
12/2/2014 18:25  0 0  0
12/2/2014 18:30 0.89 0 0  0
12/2/2014 18:35  0 0  0
12/2/2014 18:40  0 0  0
12/2/2014 18:45 0.89 0 0  0
12/2/2014 18:50  0 0  0
12/2/2014 18:55  0 0  0
12/2/2014 19:00 0.88 0 0 57 57
12/2/2014 19:05  0 0  0
12/2/2014 19:10  0 0  0
12/2/2014 19:15 0.88 0 0  0
12/2/2014 19:20  0 0  0
12/2/2014 19:25  0 0  0
12/2/2014 19:30 0.88 0 0  0
12/2/2014 19:35  0 0  0
12/2/2014 19:40  0 0  0
12/2/2014 19:45 0.88 0 0  0
12/2/2014 19:50  0 0  0
12/2/2014 19:55  0 0  0
12/2/2014 20:00 0.88 0 0 57 57
12/2/2014 20:05  0 0  0
12/2/2014 20:10  0 0  0
12/2/2014 20:15 0.88 0 0  0
12/2/2014 20:20  0 0  0
12/2/2014 20:25  0 0  0
12/2/2014 20:30 0.88 0 0  0
12/2/2014 20:35  0 0  0
12/2/2014 20:40  0 0  0
12/2/2014 20:45 0.88 0 0  0
12/2/2014 20:50  0 0  0
12/2/2014 20:55  0 0  0
12/2/2014 21:00 0.88 0 0 56 56
12/2/2014 21:05  0 0  0
12/2/2014 21:10  0 0  0
12/2/2014 21:15 0.88 0 0  0
12/2/2014 21:20  0 0  0
12/2/2014 21:25  0 0  0
12/2/2014 21:30 0.88 0 0  0
12/2/2014 21:35  0 0  0
12/2/2014 21:40  0 0  0
12/2/2014 21:45 0.88 0 0  0
12/2/2014 21:50  0 0  0
12/2/2014 21:55  0 0  0
12/2/2014 22:00 0.88 0 0 55 55
12/2/2014 22:05  0 0  0
12/2/2014 22:10  0 0  0
12/2/2014 22:15 0.88 0 0  0
12/2/2014 22:20  0 0  0
12/2/2014 22:25  0 0  0
12/2/2014 22:30 0.88 0 0  0
12/2/2014 22:35  0 0  0
12/2/2014 22:40  0 0  0
12/2/2014 22:45 0.88 0 0  0
12/2/2014 22:50  0 0  0
12/2/2014 22:55  0 0  0
12/2/2014 23:00 0.88 0 0 57 57
12/2/2014 23:05  0 0  0
12/2/2014 23:10  0 0  0
12/2/2014 23:15 0.88 0 0  0
12/2/2014 23:20  0 0  0
12/2/2014 23:25  0 0  0
12/2/2014 23:30 0.88 0 0  0
12/2/2014 23:35  0 0  0
12/2/2014 23:40  0 0  0
12/2/2014 23:45 0.88 0 0  0
12/2/2014 23:50  0 0  0
12/2/2014 23:55  0 0  0
12/3/2014 0:00 0.88 0 0 59 59
12/3/2014 0:05  0 0  0
12/3/2014 0:10  0 0  0
12/3/2014 0:15 0.88 0 0  0
12/3/2014 0:20  0 0  0
12/3/2014 0:25  0 0  0
12/3/2014 0:30 0.88 0 0  0
12/3/2014 0:35  0 0  0
12/3/2014 0:40  0 0  0
12/3/2014 0:45 0.88 0 0  0
12/3/2014 0:50  0 0  0
12/3/2014 0:55  0 0  0
12/3/2014 1:00 0.88 0 0 60 60
12/3/2014 1:05  0 0  0
12/3/2014 1:10  0 0  0
12/3/2014 1:15  0 0  0
12/3/2014 1:20  0 0  0
12/3/2014 1:25  0 0  0
12/3/2014 1:30  0 0  0
12/3/2014 1:45 0.88 0 0  0
12/3/2014 2:00 0.88 0 0 59 59
12/3/2014 2:15 0.88 0 0  0
12/3/2014 2:30 0.88 0 0  0
12/3/2014 2:45 0.88 0 0  0
12/3/2014 3:00 0.88 0 0 59 59
12/3/2014 3:15 0.88 0 0  0
12/3/2014 3:30 0.88 0 0  0
12/3/2014 3:45 0.88 0 0  0
12/3/2014 4:00 0.88 0 0 59 59
12/3/2014 4:15 0.88 0 0  0
12/3/2014 4:30 0.88 0 0  0
12/3/2014 4:45 0.88 0 0  0
12/3/2014 5:00 0.88 0 0 59 59
12/3/2014 5:15 0.88 0 0  0
12/3/2014 5:30 0.88 0 0  0
12/3/2014 5:45 0.88 0 0  0
12/3/2014 6:00 0.89 0 0 59 59
12/3/2014 6:15 0.88 0 0  0
12/3/2014 6:30 0.88 0 0  0
12/3/2014 6:45 0.88 0 0  0
12/3/2014 7:00 0.88 0 0 59 59
12/3/2014 7:15 0.88 0 0  0
12/3/2014 7:30 0.88 0 0  0
12/3/2014 7:45 0.88 0 0  0
12/3/2014 8:00 0.88 0 0 59 59
12/3/2014 8:15 0.89 0 0  0
12/3/2014 8:30 0.89 0 0  0
12/3/2014 8:45 0.89 0 0  0
12/3/2014 9:00 0.88 0 0 59 59
12/3/2014 9:15 0.88 0 0  0
12/3/2014 9:30 0.88 0 0  0
12/3/2014 9:45 0.88 0 0  0
12/3/2014 10:00 0.88 0 0 61 61
12/3/2014 10:15 0.89 0 0  0
12/3/2014 10:30 0.89 0 0  0
12/3/2014 10:45 0.89 0 0  0
12/3/2014 11:00 0.89 0 0 63 63
12/3/2014 11:15 0.89 0 0  0
12/3/2014 11:30 0.89 0 0  0
12/3/2014 11:45 0.89 0 0  0
12/3/2014 12:00 0.89 0 0 73 73
12/3/2014 12:15 0.89 0 0  0
12/3/2014 12:30 0.89 0 0  0
12/3/2014 12:45 0.9 0 0  0
12/3/2014 13:00 0.91 0 0 85 85
12/3/2014 13:15 0.91 0 0  0
12/3/2014 13:30 0.93 0 0  0
12/3/2014 13:45 0.93 0 0  0
12/3/2014 14:00 0.94 0 0 83 83
12/3/2014 14:15 0.95 0 0  0
12/3/2014 14:30 0.95 0 0  0
12/3/2014 14:45 0.95 0 0  0
12/3/2014 15:00 0.95 0 0 75 75
12/3/2014 15:15 0.95 0 0  0
12/3/2014 15:30 0.95 0 0  0
12/3/2014 15:45 0.95 0 0  0
12/3/2014 16:00 0.95 0 0 70 70
12/3/2014 16:15 0.95 0 0  0
12/3/2014 16:30 0.95 0 0  0
12/3/2014 16:45 0.95 0 0  0
12/3/2014 17:00 0.95 0 0 65 65
12/3/2014 17:15 0.96 0 0  0
12/3/2014 17:30 0.95 0 0  0
12/3/2014 17:45 0.96 0 0  0
12/3/2014 18:00 0.95 0 0 61 61
12/3/2014 18:15 0.95 0 0  0
12/3/2014 18:30 0.95 0 0  0
12/3/2014 18:45 0.95 0 0  0
12/3/2014 19:00 0.95 0 0 59 59
12/3/2014 19:15 0.95 0 0  0
12/3/2014 19:30 0.95 0 0  0
12/3/2014 19:45 0.96 0 0  0
12/3/2014 20:00 0.95 0 0 57 57
12/3/2014 20:15 0.95 0 0  0
12/3/2014 20:30 0.95 0 0  0
12/3/2014 20:45 0.95 0 0  0
12/3/2014 21:00 0.96 0 0 56 56
12/3/2014 21:15 0.96 0 0  0
12/3/2014 21:30 0.96 0 0  0
12/3/2014 21:45 0.96 0 0  0
12/3/2014 22:00 0.96 0 0 55 55
12/3/2014 22:15 0.96 0 0  0
12/3/2014 22:30 0.96 0 0  0
12/3/2014 22:45 0.96 0 0  0
12/3/2014 23:00 0.96 0 0 54 54
12/3/2014 23:15 0.96 0 0  0
12/3/2014 23:30 0.96 0 0  0
12/3/2014 23:45 0.96 0 0  0
12/4/2014 0:00 0.96 0 0 52 52
12/4/2014 0:15 0.96 0 0  0
12/4/2014 0:30 0.96 0 0  0
12/4/2014 0:45 0.96 0 0  0
12/4/2014 1:00 0.96 0 0 52 52
12/4/2014 1:15 0.96 0 0  0
12/4/2014 1:30 0.96 0 0  0
12/4/2014 1:45 0.96 0 0  0
12/4/2014 2:00 0.96 0 0 52 52
12/4/2014 2:15 0.96 0 0  0
12/4/2014 2:30 0.96 0 0  0
12/4/2014 2:45 0.96 0 0  0
12/4/2014 3:00 0.96 0 0 52 52
12/4/2014 3:15 0.96 0 0  0
12/4/2014 3:30 0.96 0 0  0
12/4/2014 3:45 0.96 0 0  0
12/4/2014 4:00 0.96 0 0 52 52
12/4/2014 4:15 0.96 0 0  0
12/4/2014 4:30 0.96 0 0  0
12/4/2014 4:45 0.96 0 0  0
12/4/2014 5:00 0.96 0 0 52 52
12/4/2014 5:15 0.95 0 0  0
12/4/2014 5:30 0.95 0 0  0
12/4/2014 5:45 0.95 0 0  0
12/4/2014 6:00 0.95 0 0 53 53
12/4/2014 6:15 0.95 0 0  0
12/4/2014 6:30 0.95 0 0  0
12/4/2014 6:45 0.95 0 0  0
12/4/2014 7:00 0.95 0 0 53 53
12/4/2014 7:15 0.95 0 0  0
12/4/2014 7:30 0.95 0 0  0
12/4/2014 7:45 0.95 0 0  0
12/4/2014 8:00 0.95 0 0 53 53
12/4/2014 8:15 0.95 0 0  0
12/4/2014 8:30 0.96 0 0  0
12/4/2014 8:45 0.95 0 0  0
12/4/2014 9:00 0.95 0 0 57 57
12/4/2014 9:15 0.95 0 0  0
12/4/2014 9:30 0.95 0 0  0
12/4/2014 9:45 0.95 0 0  0
12/4/2014 10:00 0.95 0 0 70 70
